stage,case_id,variant,family,collision,goal_reached,mission_outcome,goal_time_s,north_progress_m,goal_distance_reduction_m,path_length_m,pass_through_rate,mean_steering_modification_rad,budget_unknown_fraction,no_witness_fraction
R05_closed,late_high_throttle_006,limited_exhaustive,late_high_throttle,True,,,,4.016081402740027,,4.018264467715195,0.040000000000000036,0.08014603641869758,0.64,0.36
R05_closed,late_high_throttle_006,limited_short,late_high_throttle,True,,,,4.016081402740027,,4.018264467715195,0.040000000000000036,0.08014603641869758,0.64,0.36
R05_closed,late_high_throttle_007,limited_exhaustive,late_high_throttle,True,,,,4.0291489201899875,,4.029196250314118,0.0714285714285714,0.0814370581032919,0.6428571428571429,0.35714285714285715
R05_closed,late_high_throttle_007,limited_short,late_high_throttle,True,,,,4.0291489201899875,,4.029196250314118,0.0714285714285714,0.0814370581032919,0.6428571428571429,0.35714285714285715
R05_closed,late_high_throttle_008,limited_exhaustive,late_high_throttle,True,,,,4.8996151750416725,,4.901707796148504,0.12121212121212122,0.05198678924440918,0.6363636363636364,0.24242424242424243
R05_closed,late_high_throttle_008,limited_short,late_high_throttle,True,,,,4.8996151750416725,,4.901707796148504,0.12121212121212122,0.05198678924440918,0.6363636363636364,0.24242424242424243
R05_closed,late_high_throttle_009,limited_exhaustive,late_high_throttle,True,,,,5.770594607339727,,5.773461637775023,0.13157894736842102,0.042046968369113126,0.6842105263157895,0.23684210526315788
R05_closed,late_high_throttle_009,limited_short,late_high_throttle,True,,,,5.770594607339727,,5.773461637775023,0.13157894736842102,0.042046968369113126,0.6842105263157895,0.23684210526315788
R05_closed,static_000,limited_exhaustive,static,False,,,,6.068388659620533,,18.793030446918323,0.28500000000000003,0.006242018224046234,0.72,0.0
R05_closed,static_000,limited_short,static,False,,,,5.781948563162514,,18.843876902856103,0.835,0.00015154175646424586,0.165,0.0
R05_closed,static_001,limited_exhaustive,static,False,,,,15.328008214070094,,19.04766278324141,0.53,0.08304609216261363,0.43,0.04
R05_closed,static_001,limited_short,static,False,,,,4.998321361114626,,19.44472172587621,0.98,3.536599727421985e-06,0.02,0.0
R05_closed,static_002,limited_exhaustive,static,False,,,,19.362909524734924,,22.08431718776619,0.20999999999999996,0.03755061402247868,0.65,0.185
R05_closed,static_002,limited_short,static,False,,,,15.82342718031133,,21.724561251457935,0.72,0.04060335556185956,0.135,0.16
R05_closed,static_003,limited_exhaustive,static,False,,,,17.9290103105411,,20.97700393764119,0.14500000000000002,0.048519198666840124,0.7,0.17
R05_closed,static_003,limited_short,static,False,,,,12.805763256267639,,20.518481268206468,0.725,0.03746828842957293,0.175,0.11
R05_closed,static_004,limited_exhaustive,static,False,,,,17.814119303348065,,20.06452166018211,0.16000000000000003,0.052139942489854235,0.68,0.175
R05_closed,static_004,limited_short,static,False,,,,5.163339231509305,,18.963857445055837,0.89,0.0005858321400388469,0.105,0.0
R05_closed,static_005,limited_exhaustive,static,False,,,,15.272708815657527,,17.691746134349373,0.28,0.0963971533168143,0.705,0.02
R05_closed,static_005,limited_short,static,False,,,,6.966824547315992,,18.04954270789128,0.955,3.8021488934772234e-05,0.045,0.0
R05_closed,static_006,limited_exhaustive,static,True,,,,8.256385406627038,,8.291139638909835,0.2471910112359551,0.056897535268600315,0.6179775280898876,0.16853932584269662
R05_closed,static_006,limited_short,static,False,,,,18.027546233185333,,18.608624268249017,0.62,0.0321397912633764,0.215,0.215
R05_closed,static_007,limited_exhaustive,static,True,,,,7.104366498531073,,7.115435196880239,0.33870967741935487,0.06658294103325482,0.5,0.1935483870967742
