stage,variant,case,family,collision,goal_reached,mission_outcome,observed_duration_s,minimum_true_hull_clearance_m,north_progress_m,budget_unknown_fraction,mean_integration_steps
R08_open,u2_exhaustive_b2000000,late_high_throttle_003,late_high_throttle,False,,,20.000000000000004,1.1046527526671537,2.775534710685621,0.0,753.755
R08_open,u2_exhaustive_b2048,late_high_throttle_003,late_high_throttle,True,,,3.4000000000000004,-0.024919416238942782,4.869735902394344,0.29411764705882354,1028.8823529411766
R08_open,u2_exhaustive_b512,late_high_throttle_003,late_high_throttle,True,,,3.4000000000000004,-0.08619073082520246,4.907102147567323,0.5588235294117647,365.3529411764706
R08_open,u2_first_b2000000,late_high_throttle_003,late_high_throttle,False,,,20.000000000000004,1.1046527526671537,2.775534710685621,0.0,331.3
R08_open,u2_first_b2048,late_high_throttle_003,late_high_throttle,True,,,3.4000000000000004,-0.024919416238942782,4.869735902394344,0.29411764705882354,994.3529411764706
R08_open,u2_first_b512,late_high_throttle_003,late_high_throttle,True,,,3.4000000000000004,-0.08619073082520246,4.907102147567323,0.5588235294117647,330.8235294117647
R08_open,u4_first_b2000000,late_high_throttle_003,late_high_throttle,False,,,20.000000000000004,1.1208029409398472,2.932646482118383,0.0,219.46
R08_open,u4_first_b2048,late_high_throttle_003,late_high_throttle,False,,,20.000000000000004,0.9185235240793564,5.371972832664438,0.025,272.34
R08_open,u4_first_b512,late_high_throttle_003,late_high_throttle,True,,,3.4000000000000004,-0.08554614350573553,4.906858435635391,0.47058823529411764,311.7647058823529
R08_open,u2_exhaustive_b2000000,late_high_throttle_004,late_high_throttle,False,,,20.000000000000004,0.8929466345598784,5.334025585597285,0.0,799.74
R08_open,u2_exhaustive_b2048,late_high_throttle_004,late_high_throttle,True,,,2.6,-0.002179488674582175,3.841546915126,0.3076923076923077,1179.3846153846155
R08_open,u2_exhaustive_b512,late_high_throttle_004,late_high_throttle,True,,,2.6,-0.002179488674582175,3.841546915126,0.6538461538461539,390.15384615384613
R08_open,u2_first_b2000000,late_high_throttle_004,late_high_throttle,False,,,20.000000000000004,0.8929466345598784,5.334025585597285,0.0,436.975
R08_open,u2_first_b2048,late_high_throttle_004,late_high_throttle,True,,,2.6,-0.002179488674582175,3.841546915126,0.3076923076923077,1179.3846153846155
R08_open,u2_first_b512,late_high_throttle_004,late_high_throttle,True,,,2.6,-0.002179488674582175,3.841546915126,0.6538461538461539,390.15384615384613
R08_open,u4_first_b2000000,late_high_throttle_004,late_high_throttle,False,,,20.000000000000004,0.891999635409608,5.2857147279189896,0.0,264.165
R08_open,u4_first_b2048,late_high_throttle_004,late_high_throttle,False,,,20.000000000000004,0.7817809393540791,6.734109203409044,0.04,418.68
R08_open,u4_first_b512,late_high_throttle_004,late_high_throttle,True,,,2.6,-0.002992408587358164,3.841933942091095,0.5769230769230769,361.15384615384613
R08_open,u2_exhaustive_b2000000,late_high_throttle_005,late_high_throttle,False,,,20.000000000000004,1.138167825817341,5.2393481911544955,0.0,762.535
R08_open,u2_exhaustive_b2048,late_high_throttle_005,late_high_throttle,True,,,4.2,-0.08390903879044675,6.075924801431372,0.35714285714285715,1142.5714285714287
R08_open,u2_exhaustive_b512,late_high_throttle_005,late_high_throttle,True,,,4.2,-0.09627807982392267,6.1190949610247145,0.5714285714285714,404.2857142857143
R08_open,u2_first_b2000000,late_high_throttle_005,late_high_throttle,False,,,20.000000000000004,1.138167825817341,5.2393481911544955,0.0,393.005
R08_open,u2_first_b2048,late_high_throttle_005,late_high_throttle,True,,,4.2,-0.08390903879044675,6.075924801431372,0.35714285714285715,1080.6190476190477
R08_open,u2_first_b512,late_high_throttle_005,late_high_throttle,True,,,4.2,-0.09627807982392267,6.1190949610247145,0.5714285714285714,342.3333333333333
R08_open,u4_first_b2000000,late_high_throttle_005,late_high_throttle,False,,,20.000000000000004,1.1572219356285176,5.018327156419886,0.0,233.535
R08_open,u4_first_b2048,late_high_throttle_005,late_high_throttle,False,,,20.000000000000004,0.9254508454246313,6.2938846176371,0.085,424.535
R08_open,u4_first_b512,late_high_throttle_005,late_high_throttle,True,,,4.2,-0.10306565364693554,6.1185085918787605,0.5238095238095238,324.04761904761904
R08_open,u2_exhaustive_b2000000,late_high_throttle_006,late_high_throttle,False,,,20.000000000000004,1.1087008276834438,3.1288046440120305,0.0,802.815
R08_open,u2_exhaustive_b2048,late_high_throttle_006,late_high_throttle,True,,,3.9000000000000004,-0.1360003609407252,5.778793007171713,0.3333333333333333,1108.948717948718
R08_open,u2_exhaustive_b512,late_high_throttle_006,late_high_throttle,True,,,3.9000000000000004,-0.14144076737578137,5.778200627308248,0.5641025641025641,392.64102564102564
R08_open,u2_first_b2000000,late_high_throttle_006,late_high_throttle,False,,,20.000000000000004,1.1087008276834438,3.1288046440120305,0.0,432.685
R08_open,u2_first_b2048,late_high_throttle_006,late_high_throttle,True,,,3.9000000000000004,-0.1360003609407252,5.778793007171713,0.3333333333333333,1058.7435897435898
R08_open,u2_first_b512,late_high_throttle_006,late_high_throttle,True,,,3.9000000000000004,-0.14144076737578137,5.778200627308248,0.5641025641025641,342.43589743589746
R08_open,u4_first_b2000000,late_high_throttle_006,late_high_throttle,False,,,20.000000000000004,1.1352707601769358,2.697549044975583,0.0,253.62
R08_open,u4_first_b2048,late_high_throttle_006,late_high_throttle,False,,,20.000000000000004,0.9029636353233933,6.86002002316064,0.045,301.595
R08_open,u4_first_b512,late_high_throttle_006,late_high_throttle,True,,,3.9000000000000004,-0.1374186180136837,5.775859590271994,0.5128205128205128,328.28205128205127
R08_open,u2_exhaustive_b2000000,late_high_throttle_007,late_high_throttle,False,,,20.000000000000004,1.2189178549174837,2.260463948561349,0.0,770.085
R08_open,u2_exhaustive_b2048,late_high_throttle_007,late_high_throttle,True,,,3.6,-0.10997115902350729,5.707337631963746,0.3888888888888889,1217.111111111111
R08_open,u2_exhaustive_b512,late_high_throttle_007,late_high_throttle,True,,,3.6,-0.11038586885934443,5.70755311569377,0.6388888888888888,409.1111111111111
R08_open,u2_first_b2000000,late_high_throttle_007,late_high_throttle,False,,,20.000000000000004,1.2189178549174837,2.260463948561349,0.0,365.275
R08_open,u2_first_b2048,late_high_throttle_007,late_high_throttle,True,,,3.6,-0.10997115902350729,5.707337631963746,0.3888888888888889,1183.2777777777778
R08_open,u2_first_b512,late_high_throttle_007,late_high_throttle,True,,,3.6,-0.11038586885934443,5.70755311569377,0.6388888888888888,375.27777777777777
R08_open,u4_first_b2000000,late_high_throttle_007,late_high_throttle,False,,,20.000000000000004,1.2292438864081663,2.026222465581961,0.0,254.6
R08_open,u4_first_b2048,late_high_throttle_007,late_high_throttle,False,,,20.000000000000004,0.9198586234199061,3.4669223156600233,0.085,431.285
R08_open,u4_first_b512,late_high_throttle_007,late_high_throttle,True,,,3.6,-0.1101072707086379,5.7074222150904745,0.5833333333333334,354.3333333333333
R08_open,u2_exhaustive_b2000000,late_high_throttle_008,late_high_throttle,False,,,20.000000000000004,1.0898433836796233,3.935435070310518,0.0,776.19
R08_open,u2_exhaustive_b2048,late_high_throttle_008,late_high_throttle,False,,,20.000000000000004,0.6952518637883773,7.0971739404374015,0.055,688.355
R08_open,u2_exhaustive_b512,late_high_throttle_008,late_high_throttle,True,,,3.8000000000000003,-0.024922073769126585,5.971068166577056,0.5263157894736842,398.2631578947368
R08_open,u2_first_b2000000,late_high_throttle_008,late_high_throttle,False,,,20.000000000000004,1.0898433836796233,3.935435070310518,0.0,408.595
R08_open,u2_first_b2048,late_high_throttle_008,late_high_throttle,False,,,20.000000000000004,0.6952518637883773,7.0971739404374015,0.055,274.09
R08_open,u2_first_b512,late_high_throttle_008,late_high_throttle,True,,,3.8000000000000003,-0.024922073769126585,5.971068166577056,0.5263157894736842,325.2105263157895
R08_open,u4_first_b2000000,late_high_throttle_008,late_high_throttle,False,,,20.000000000000004,1.126548994599476,4.109191884996001,0.0,267.505
R08_open,u4_first_b2048,late_high_throttle_008,late_high_throttle,False,,,20.000000000000004,1.0238495835994237,4.7482172680248835,0.055,326.215
R08_open,u4_first_b512,late_high_throttle_008,late_high_throttle,True,,,3.8000000000000003,-0.025032870141195707,5.970709105109929,0.47368421052631576,305.36842105263156
R08_open,u2_exhaustive_b2000000,late_high_throttle_009,late_high_throttle,False,,,20.000000000000004,1.1507886947859247,3.0266161564164316,0.0,707.665
R08_open,u2_exhaustive_b2048,late_high_throttle_009,late_high_throttle,True,,,3.8000000000000003,-0.13450954411167193,6.121922214723291,0.34210526315789475,1135.8157894736842
R08_open,u2_exhaustive_b512,late_high_throttle_009,late_high_throttle,True,,,3.7,-0.015935940944422744,5.993761743804344,0.5945945945945946,406.94594594594594
R08_open,u2_first_b2000000,late_high_throttle_009,late_high_throttle,False,,,20.000000000000004,1.1507886947859247,3.0266161564164316,0.0,306.63
R08_open,u2_first_b2048,late_high_throttle_009,late_high_throttle,True,,,3.8000000000000003,-0.13450954411167193,6.121922214723291,0.34210526315789475,1075.3157894736842
R08_open,u2_first_b512,late_high_throttle_009,late_high_throttle,True,,,3.7,-0.015935940944422744,5.993761743804344,0.5945945945945946,344.81081081081084
R08_open,u4_first_b2000000,late_high_throttle_009,late_high_throttle,False,,,20.000000000000004,1.1544157949400637,2.9503795149824494,0.0,206.515
R08_open,u4_first_b2048,late_high_throttle_009,late_high_throttle,False,,,20.000000000000004,0.9489417588989267,3.323416544445209,0.065,361.86
R08_open,u4_first_b512,late_high_throttle_009,late_high_throttle,True,,,3.7,-0.012209803470450531,5.992493718473426,0.5405405405405406,329.35135135135135
R08_open,u2_exhaustive_b2000000,late_high_throttle_010,late_high_throttle,False,,,20.000000000000004,1.1810647757993182,5.651209067370848,0.0,699.665
R08_open,u2_exhaustive_b2048,late_high_throttle_010,late_high_throttle,True,,,4.6,-0.05117902560073884,6.542853820185534,0.32608695652173914,1081.1304347826087
R08_open,u2_exhaustive_b512,late_high_throttle_010,late_high_throttle,True,,,4.6,-0.08641232474212057,6.5580010318173025,0.5217391304347826,407.04347826086956
R08_open,u2_first_b2000000,late_high_throttle_010,late_high_throttle,False,,,20.000000000000004,1.1810647757993182,5.651209067370848,0.0,315.96
R08_open,u2_first_b2048,late_high_throttle_010,late_high_throttle,True,,,4.6,-0.05117902560073884,6.542853820185534,0.32608695652173914,983.9565217391304
R08_open,u2_first_b512,late_high_throttle_010,late_high_throttle,True,,,4.6,-0.08641232474212057,6.5580010318173025,0.5217391304347826,309.8695652173913
R08_open,u4_first_b2000000,late_high_throttle_010,late_high_throttle,False,,,20.000000000000004,1.1817354841960035,5.635882991845232,0.0,209.895
R08_open,u4_first_b2048,late_high_throttle_010,late_high_throttle,False,,,20.000000000000004,0.9829657062304304,5.859654606255928,0.105,433.98
R08_open,u4_first_b512,late_high_throttle_010,late_high_throttle,True,,,4.6,-0.08788291040972585,6.559905012288485,0.4782608695652174,297.1304347826087
R08_open,u2_exhaustive_b2000000,late_high_throttle_011,late_high_throttle,False,,,20.000000000000004,1.128978165801073,-0.3175567595588582,0.0,807.8
R08_open,u2_exhaustive_b2048,late_high_throttle_011,late_high_throttle,True,,,3.0000000000000004,-0.14547233931382664,4.553758508492331,0.36666666666666664,1196.8
R08_open,u2_exhaustive_b512,late_high_throttle_011,late_high_throttle,True,,,3.0000000000000004,-0.15355951248194244,4.555940379188813,0.6666666666666666,383.0
R08_open,u2_first_b2000000,late_high_throttle_011,late_high_throttle,False,,,20.000000000000004,1.128978165801073,-0.3175567595588582,0.0,414.82
R08_open,u2_first_b2048,late_high_throttle_011,late_high_throttle,True,,,3.0000000000000004,-0.14547233931382664,4.553758508492331,0.36666666666666664,1196.0666666666666
R08_open,u2_first_b512,late_high_throttle_011,late_high_throttle,True,,,3.0000000000000004,-0.15355951248194244,4.555940379188813,0.6666666666666666,382.26666666666665
R08_open,u4_first_b2000000,late_high_throttle_011,late_high_throttle,False,,,20.000000000000004,1.128978165801073,-0.3175567595588582,0.0,261.195
R08_open,u4_first_b2048,late_high_throttle_011,late_high_throttle,False,,,20.000000000000004,0.9279004478392231,3.1653110330956835,0.045,314.445
R08_open,u4_first_b512,late_high_throttle_011,late_high_throttle,True,,,3.0000000000000004,-0.1527770684501904,4.5557679456377365,0.6,362.73333333333335
R08_open,u2_exhaustive_b2000000,late_high_throttle_012,late_high_throttle,False,,,20.000000000000004,1.1710598437611717,4.310480714047349,0.0,721.94
R08_open,u2_exhaustive_b2048,late_high_throttle_012,late_high_throttle,True,,,3.9000000000000004,-0.13154412127111714,5.480397568846842,0.38461538461538464,1212.820512820513
R08_open,u2_exhaustive_b512,late_high_throttle_012,late_high_throttle,True,,,3.8000000000000003,-0.0556848740507902,5.391837098242867,0.631578947368421,397.57894736842104
R08_open,u2_first_b2000000,late_high_throttle_012,late_high_throttle,False,,,20.000000000000004,1.1710598437611717,4.310480714047349,0.0,351.795
R08_open,u2_first_b2048,late_high_throttle_012,late_high_throttle,True,,,3.9000000000000004,-0.13154412127111714,5.480397568846842,0.38461538461538464,1189.179487179487
R08_open,u2_first_b512,late_high_throttle_012,late_high_throttle,True,,,3.8000000000000003,-0.0556848740507902,5.391837098242867,0.631578947368421,373.3157894736842
R08_open,u4_first_b2000000,late_high_throttle_012,late_high_throttle,False,,,20.000000000000004,1.1760327926933605,4.326491026486082,0.0,213.14
R08_open,u4_first_b2048,late_high_throttle_012,late_high_throttle,False,,,20.000000000000004,1.0113638377180414,5.024262742615247,0.12,421.28
R08_open,u4_first_b512,late_high_throttle_012,late_high_throttle,True,,,3.8000000000000003,-0.05774683683571047,5.391025344126715,0.5789473684210527,354.2631578947368
R08_open,u2_exhaustive_b2000000,late_high_throttle_013,late_high_throttle,False,,,20.000000000000004,1.0910602161780256,5.437701083175831,0.0,826.09
R08_open,u2_exhaustive_b2048,late_high_throttle_013,late_high_throttle,True,,,4.5,-0.10211937627937673,6.769785429739075,0.26666666666666666,993.2888888888889
R08_open,u2_exhaustive_b512,late_high_throttle_013,late_high_throttle,True,,,4.5,-0.10447289431658568,6.7644067845996805,0.4666666666666667,402.31111111111113
R08_open,u2_first_b2000000,late_high_throttle_013,late_high_throttle,False,,,20.000000000000004,1.0910602161780256,5.437701083175831,0.0,451.595
R08_open,u2_first_b2048,late_high_throttle_013,late_high_throttle,True,,,4.5,-0.10211937627937673,6.769785429739075,0.26666666666666666,881.5333333333333
R08_open,u2_first_b512,late_high_throttle_013,late_high_throttle,True,,,4.5,-0.10447289431658568,6.7644067845996805,0.4666666666666667,290.55555555555554
R08_open,u4_first_b2000000,late_high_throttle_013,late_high_throttle,False,,,20.000000000000004,1.0927241473489686,5.5835982636493515,0.0,267.49
R08_open,u4_first_b2048,late_high_throttle_013,late_high_throttle,False,,,20.000000000000004,0.654806300183669,8.994229524951786,0.06,470.455
R08_open,u4_first_b512,late_high_throttle_013,late_high_throttle,True,,,4.5,-0.10396882640965266,6.765963444607603,0.4222222222222222,274.24444444444447
R08_open,u2_exhaustive_b2000000,late_high_throttle_014,late_high_throttle,False,,,20.000000000000004,1.0790710807863606,4.573653732720775,0.0,734.51
R08_open,u2_exhaustive_b2048,late_high_throttle_014,late_high_throttle,False,,,20.000000000000004,0.33708556653658117,7.36612064248933,0.055,632.7
R08_open,u2_exhaustive_b512,late_high_throttle_014,late_high_throttle,True,,,4.2,-0.09950315693278289,6.432109688915639,0.5238095238095238,406.3333333333333
R08_open,u2_first_b2000000,late_high_throttle_014,late_high_throttle,False,,,20.000000000000004,1.0790710807863606,4.573653732720775,0.0,336.87
R08_open,u2_first_b2048,late_high_throttle_014,late_high_throttle,False,,,20.000000000000004,0.33708556653658117,7.36612064248933,0.055,247.075
R08_open,u2_first_b512,late_high_throttle_014,late_high_throttle,True,,,4.2,-0.09950315693278289,6.432109688915639,0.5238095238095238,319.0238095238095
R08_open,u4_first_b2000000,late_high_throttle_014,late_high_throttle,False,,,20.000000000000004,1.1185125823268653,4.143142145357956,0.0,185.865
R08_open,u4_first_b2048,late_high_throttle_014,late_high_throttle,False,,,20.000000000000004,0.9947037300799625,4.994824107299406,0.02,257.29
R08_open,u4_first_b512,late_high_throttle_014,late_high_throttle,True,,,4.2,-0.09750075744371789,6.429801629088244,0.47619047619047616,301.07142857142856
R08_open,u2_exhaustive_b2000000,late_high_throttle_015,late_high_throttle,False,,,20.000000000000004,1.0750601111042795,4.546060711629044,0.0,705.2
R08_open,u2_exhaustive_b2048,late_high_throttle_015,late_high_throttle,True,,,4.2,-0.06259050742291838,6.232866723597081,0.2619047619047619,992.047619047619
R08_open,u2_exhaustive_b512,late_high_throttle_015,late_high_throttle,True,,,4.2,-0.06901799940574105,6.2298669723810445,0.47619047619047616,400.04761904761904
R08_open,u2_first_b2000000,late_high_throttle_015,late_high_throttle,False,,,20.000000000000004,1.0750601111042795,4.546060711629044,0.0,306.095
R08_open,u2_first_b2048,late_high_throttle_015,late_high_throttle,True,,,4.2,-0.06259050742291838,6.232866723597081,0.2619047619047619,890.7142857142857
R08_open,u2_first_b512,late_high_throttle_015,late_high_throttle,True,,,4.2,-0.06901799940574105,6.2298669723810445,0.47619047619047616,298.7142857142857
R08_open,u4_first_b2000000,late_high_throttle_015,late_high_throttle,False,,,20.000000000000004,1.0750601111042795,4.541048123270016,0.0,200.345
R08_open,u4_first_b2048,late_high_throttle_015,late_high_throttle,False,,,20.000000000000004,0.9574582638853635,5.18089598483777,0.065,388.47
R08_open,u4_first_b512,late_high_throttle_015,late_high_throttle,True,,,4.2,-0.06574932299414382,6.230274028629072,0.42857142857142855,280.76190476190476
R08_open,u2_exhaustive_b2000000,late_high_throttle_016,late_high_throttle,False,,,20.000000000000004,1.0819032374804851,2.5046310990405902,0.0,822.04
R08_open,u2_exhaustive_b2048,late_high_throttle_016,late_high_throttle,False,,,20.000000000000004,0.44014480811317014,6.428556392628272,0.055,632.89
R08_open,u2_exhaustive_b512,late_high_throttle_016,late_high_throttle,True,,,3.3000000000000003,-0.1399938466969075,5.149230132438825,0.6363636363636364,383.4848484848485
R08_open,u2_first_b2000000,late_high_throttle_016,late_high_throttle,False,,,20.000000000000004,1.0819032374804851,2.5046310990405902,0.0,442.935
R08_open,u2_first_b2048,late_high_throttle_016,late_high_throttle,False,,,20.000000000000004,0.44014480811317014,6.428556392628272,0.055,256.15
R08_open,u2_first_b512,late_high_throttle_016,late_high_throttle,True,,,3.3000000000000003,-0.1399938466969075,5.149230132438825,0.6363636363636364,363.3636363636364
R08_open,u4_first_b2000000,late_high_throttle_016,late_high_throttle,False,,,20.000000000000004,1.0872232862014783,2.711993960663773,0.0,272.615
R08_open,u4_first_b2048,late_high_throttle_016,late_high_throttle,False,,,20.000000000000004,0.9625711844600987,3.7462174127243673,0.07,396.815
R08_open,u4_first_b512,late_high_throttle_016,late_high_throttle,True,,,3.3000000000000003,-0.13923677464158368,5.149161287501915,0.5454545454545454,343.72727272727275
R08_open,u2_exhaustive_b2000000,late_high_throttle_017,late_high_throttle,False,,,20.000000000000004,1.0359167489106622,5.259320516511992,0.0,711.375
R08_open,u2_exhaustive_b2048,late_high_throttle_017,late_high_throttle,True,,,4.1,-0.00025104806118791956,5.918153376005433,0.24390243902439024,997.5853658536586
R08_open,u2_exhaustive_b512,late_high_throttle_017,late_high_throttle,True,,,4.1,-0.05892536892621547,5.952304719003383,0.5121951219512195,392.4390243902439
R08_open,u2_first_b2000000,late_high_throttle_017,late_high_throttle,False,,,20.000000000000004,1.0359167489106622,5.259320516511992,0.0,320.9
R08_open,u2_first_b2048,late_high_throttle_017,late_high_throttle,True,,,4.1,-0.00025104806118791956,5.918153376005433,0.24390243902439024,916.170731707317
R08_open,u2_first_b512,late_high_throttle_017,late_high_throttle,True,,,4.1,-0.05892536892621547,5.952304719003383,0.5121951219512195,313.9756097560976
R08_open,u4_first_b2000000,late_high_throttle_017,late_high_throttle,False,,,20.000000000000004,1.006039908403996,5.317300047147839,0.0,206.82
R08_open,u4_first_b2048,late_high_throttle_017,late_high_throttle,False,,,20.000000000000004,0.7680328436125577,8.668511948147442,0.055,477.225
R08_open,u4_first_b512,late_high_throttle_017,late_high_throttle,True,,,4.1,-0.05320503906636476,5.950462738637656,0.43902439024390244,294.0731707317073
R08_open,u2_exhaustive_b2000000,late_high_throttle_018,late_high_throttle,False,,,20.000000000000004,1.19671803151082,3.5170982021824906,0.0,742.655
R08_open,u2_exhaustive_b2048,late_high_throttle_018,late_high_throttle,True,,,3.3000000000000003,-0.07514423022963113,4.893250454475281,0.3939393939393939,1231.2121212121212
R08_open,u2_exhaustive_b512,late_high_throttle_018,late_high_throttle,True,,,3.3000000000000003,-0.07702666908812839,4.894662197020409,0.696969696969697,398.2121212121212
R08_open,u2_first_b2000000,late_high_throttle_018,late_high_throttle,False,,,20.000000000000004,1.19671803151082,3.5170982021824906,0.0,351.685
R08_open,u2_first_b2048,late_high_throttle_018,late_high_throttle,True,,,3.3000000000000003,-0.07514423022963113,4.893250454475281,0.3939393939393939,1221.060606060606
R08_open,u2_first_b512,late_high_throttle_018,late_high_throttle,True,,,3.3000000000000003,-0.07702666908812839,4.894662197020409,0.696969696969697,391.90909090909093
R08_open,u4_first_b2000000,late_high_throttle_018,late_high_throttle,False,,,20.000000000000004,1.1588442749880605,3.122768938741133,0.0,244.44
R08_open,u4_first_b2048,late_high_throttle_018,late_high_throttle,False,,,20.000000000000004,0.8895209835510978,13.17983220032917,0.035,288.57
R08_open,u4_first_b512,late_high_throttle_018,late_high_throttle,True,,,3.3000000000000003,-0.07708201972930973,4.8947408941000905,0.6363636363636364,374.1515151515151
R08_open,u2_exhaustive_b2000000,late_high_throttle_019,late_high_throttle,False,,,20.000000000000004,1.2250640766703338,5.38840111138134,0.0,700.665
R08_open,u2_exhaustive_b2048,late_high_throttle_019,late_high_throttle,True,,,4.5,-0.01913766768508096,6.729981084356994,0.26666666666666666,1005.4888888888889
R08_open,u2_exhaustive_b512,late_high_throttle_019,late_high_throttle,True,,,4.5,-0.03558267625087819,6.741380369607164,0.4888888888888889,406.2888888888889
R08_open,u2_first_b2000000,late_high_throttle_019,late_high_throttle,False,,,20.000000000000004,1.2250640766703338,5.38840111138134,0.0,290.61
R08_open,u2_first_b2048,late_high_throttle_019,late_high_throttle,True,,,4.5,-0.01913766768508096,6.729981084356994,0.26666666666666666,899.0222222222222
R08_open,u2_first_b512,late_high_throttle_019,late_high_throttle,True,,,4.5,-0.03558267625087819,6.741380369607164,0.4888888888888889,302.55555555555554
R08_open,u4_first_b2000000,late_high_throttle_019,late_high_throttle,False,,,20.000000000000004,1.1926584225609598,5.422891775721025,0.0,221.9
R08_open,u4_first_b2048,late_high_throttle_019,late_high_throttle,False,,,20.000000000000004,0.8982394204809135,6.801057803970059,0.035,308.59
R08_open,u4_first_b512,late_high_throttle_019,late_high_throttle,True,,,4.5,-0.037071502429068426,6.743669183794859,0.4444444444444444,285.8
R08_open,u2_exhaustive_b2000000,static_000,static,False,,,20.000000000000004,1.2114654282141335,2.1947677864664943,0.0,733.935
R08_open,u2_exhaustive_b2048,static_000,static,False,,,20.000000000000004,0.5976070700524059,16.228717169507185,0.09,694.075
R08_open,u2_exhaustive_b512,static_000,static,False,,,20.000000000000004,0.2915366485699942,19.550706485741784,0.665,423.4
R08_open,u2_first_b2000000,static_000,static,False,,,20.000000000000004,1.2114654282141335,2.1947677864664943,0.0,285.785
R08_open,u2_first_b2048,static_000,static,False,,,20.000000000000004,0.5976070700524059,16.228717169507185,0.09,349.565
R08_open,u2_first_b512,static_000,static,False,,,20.000000000000004,0.47653140253384896,15.689655409932183,0.14,162.815
R08_open,u4_first_b2000000,static_000,static,False,,,20.000000000000004,1.244534596258707,2.114305322390212,0.0,198.795
R08_open,u4_first_b2048,static_000,static,False,,,20.000000000000004,0.903032699427009,7.606919531900004,0.06,335.35
R08_open,u4_first_b512,static_000,static,False,,,20.000000000000004,0.41500519511322875,19.942391645604573,0.12,119.805
R08_open,u2_exhaustive_b2000000,static_001,static,False,,,20.000000000000004,1.5612144229237104,2.7267353386719506,0.0,632.405
R08_open,u2_exhaustive_b2048,static_001,static,False,,,20.000000000000004,0.5977387778413388,16.257930875581785,0.115,736.935
R08_open,u2_exhaustive_b512,static_001,static,False,,,20.000000000000004,0.44863324523684067,14.747515447270864,0.7,435.885
R08_open,u2_first_b2000000,static_001,static,False,,,20.000000000000004,1.5612144229237104,2.7267353386719506,0.0,166.035
R08_open,u2_first_b2048,static_001,static,False,,,20.000000000000004,0.5977387778413388,16.257930875581785,0.115,382.74
R08_open,u2_first_b512,static_001,static,False,,,20.000000000000004,0.6496200441228863,9.789297612401795,0.16,143.25
R08_open,u4_first_b2000000,static_001,static,False,,,20.000000000000004,1.5612144229237104,2.7267353386719506,0.0,122.66
R08_open,u4_first_b2048,static_001,static,False,,,20.000000000000004,0.9318138086391194,3.0065131208717135,0.09,320.745
R08_open,u4_first_b512,static_001,static,False,,,20.000000000000004,0.5630418859831636,16.564546715552858,0.145,148.925
R08_open,u2_exhaustive_b2000000,static_002,static,False,,,20.000000000000004,1.8982940944628262,4.68910640864546,0.0,667.98
R08_open,u2_exhaustive_b2048,static_002,static,False,,,20.000000000000004,1.204882763030046,6.819138151861423,0.055,619.22
R08_open,u2_exhaustive_b512,static_002,static,False,,,20.000000000000004,0.43286856352667247,18.374238207569153,0.69,420.14
R08_open,u2_first_b2000000,static_002,static,False,,,20.000000000000004,1.8982940944628262,4.68910640864546,0.0,184.595
R08_open,u2_first_b2048,static_002,static,False,,,20.000000000000004,1.204882763030046,6.819138151861423,0.055,178.3
R08_open,u2_first_b512,static_002,static,False,,,20.000000000000004,1.204882763030046,6.819138151861423,0.055,93.82
R08_open,u4_first_b2000000,static_002,static,False,,,20.000000000000004,1.8413939968082003,4.908452189367283,0.0,122.72
R08_open,u4_first_b2048,static_002,static,False,,,20.000000000000004,1.3700660914611673,6.187673995672134,0.02,124.845
R08_open,u4_first_b512,static_002,static,False,,,20.000000000000004,1.204882763030046,6.819138151861423,0.055,93.82
R08_open,u2_exhaustive_b2000000,static_003,static,False,,,20.000000000000004,1.1318639487640718,1.2309247097719567,0.0,798.505
R08_open,u2_exhaustive_b2048,static_003,static,False,,,20.000000000000004,0.38692688183557844,12.911944741168353,0.105,625.195
R08_open,u2_exhaustive_b512,static_003,static,True,,,6.9,-0.040097487351260175,7.438047633186346,0.42028985507246375,414.28985507246375
R08_open,u2_first_b2000000,static_003,static,False,,,20.000000000000004,1.1318639487640718,1.2309247097719567,0.0,356.655
R08_open,u2_first_b2048,static_003,static,False,,,20.000000000000004,0.45635348897548833,3.049352849867171,0.1,340.0
R08_open,u2_first_b512,static_003,static,True,,,6.9,-0.040097487351260175,7.438047633186346,0.42028985507246375,264.7391304347826
R08_open,u4_first_b2000000,static_003,static,False,,,20.000000000000004,1.1371162956252712,1.2003863907246268,0.0,229.04
R08_open,u4_first_b2048,static_003,static,False,,,20.000000000000004,0.8836964544959558,1.37737535189836,0.065,309.83
R08_open,u4_first_b512,static_003,static,True,,,6.9,-0.056674083554568044,7.442210435736325,0.391304347826087,253.20289855072463
R08_open,u2_exhaustive_b2000000,static_004,static,False,,,20.000000000000004,1.4775554276213705,3.5129928917347453,0.0,618.085
R08_open,u2_exhaustive_b2048,static_004,static,False,,,20.000000000000004,0.8977532691842361,6.151880447339892,0.125,771.235
R08_open,u2_exhaustive_b512,static_004,static,False,,,20.000000000000004,0.5843646482610444,13.31143087254318,0.715,443.025
R08_open,u2_first_b2000000,static_004,static,False,,,20.000000000000004,1.4775554276213705,3.5129928917347453,0.0,150.165
R08_open,u2_first_b2048,static_004,static,False,,,20.000000000000004,0.8977532691842361,6.151880447339892,0.125,385.29
R08_open,u2_first_b512,static_004,static,False,,,20.000000000000004,0.697842860353587,8.53582451631801,0.17,144.115
